temperature_3h,temperature_12h,temperature_24h,weather_main_3h,weather_main_12h,weather_main_24h,time_3h,time_12h,time_24h,timestamp
12.73,13.82,8.65,Rain,Clouds,Clouds,"""2023-05-03T00:00:00.000Z""","""2023-05-03T09:00:00.000Z""","""2023-05-03T21:00:00.000Z""","""2023-05-02T22:01:47.000Z"""
12.94,13.82,8.65,Rain,Clouds,Clouds,"""2023-05-03T00:00:00.000Z""","""2023-05-03T09:00:00.000Z""","""2023-05-03T21:00:00.000Z""","""2023-05-02T22:31:47.000Z"""
12.89,13.82,8.65,Rain,Clouds,Clouds,"""2023-05-03T00:00:00.000Z""","""2023-05-03T09:00:00.000Z""","""2023-05-03T21:00:00.000Z""","""2023-05-02T23:01:47.000Z"""
12.24,13.82,8.65,Rain,Clouds,Clouds,"""2023-05-03T00:00:00.000Z""","""2023-05-03T09:00:00.000Z""","""2023-05-03T21:00:00.000Z""","""2023-05-02T23:31:47.000Z"""
11.91,12.84,6.81,Rain,Rain,Clouds,"""2023-05-03T03:00:00.000Z""","""2023-05-03T12:00:00.000Z""","""2023-05-04T00:00:00.000Z""","""2023-05-03T00:01:47.000Z"""
11.76,12.84,6.81,Rain,Rain,Clouds,"""2023-05-03T03:00:00.000Z""","""2023-05-03T12:00:00.000Z""","""2023-05-04T00:00:00.000Z""","""2023-05-03T00:31:47.000Z"""
11.56,12.84,6.81,Rain,Rain,Clouds,"""2023-05-03T03:00:00.000Z""","""2023-05-03T12:00:00.000Z""","""2023-05-04T00:00:00.000Z""","""2023-05-03T01:01:47.000Z"""
11.75,12.84,6.81,Rain,Rain,Clouds,"""2023-05-03T03:00:00.000Z""","""2023-05-03T12:00:00.000Z""","""2023-05-04T00:00:00.000Z""","""2023-05-03T01:31:47.000Z"""
11.55,12.84,6.81,Rain,Rain,Clouds,"""2023-05-03T03:00:00.000Z""","""2023-05-03T12:00:00.000Z""","""2023-05-04T00:00:00.000Z""","""2023-05-03T02:01:47.000Z"""
11.17,12.84,6.81,Rain,Rain,Clouds,"""2023-05-03T03:00:00.000Z""","""2023-05-03T12:00:00.000Z""","""2023-05-04T00:00:00.000Z""","""2023-05-03T02:31:47.000Z"""
11.14,12.84,5.56,Clouds,Clouds,Clear,"""2023-05-03T06:00:00.000Z""","""2023-05-03T15:00:00.000Z""","""2023-05-04T03:00:00.000Z""","""2023-05-03T03:01:47.000Z"""
11.11,12.84,5.56,Clouds,Clouds,Clear,"""2023-05-03T06:00:00.000Z""","""2023-05-03T15:00:00.000Z""","""2023-05-04T03:00:00.000Z""","""2023-05-03T03:31:47.000Z"""
11.11,12.84,5.56,Clouds,Clouds,Clear,"""2023-05-03T06:00:00.000Z""","""2023-05-03T15:00:00.000Z""","""2023-05-04T03:00:00.000Z""","""2023-05-03T04:01:47.000Z"""
11.53,12.84,5.56,Clouds,Clouds,Clear,"""2023-05-03T06:00:00.000Z""","""2023-05-03T15:00:00.000Z""","""2023-05-04T03:00:00.000Z""","""2023-05-03T04:31:47.000Z"""
11.53,12.84,5.56,Clouds,Clouds,Clear,"""2023-05-03T06:00:00.000Z""","""2023-05-03T15:00:00.000Z""","""2023-05-04T03:00:00.000Z""","""2023-05-03T05:01:47.000Z"""
11.99,14.29,5.42,Clouds,Clouds,Clear,"""2023-05-03T06:00:00.000Z""","""2023-05-03T15:00:00.000Z""","""2023-05-04T03:00:00.000Z""","""2023-05-03T05:31:47.000Z"""
12.17,10.58,9.63,Rain,Clouds,Clear,"""2023-05-03T09:00:00.000Z""","""2023-05-03T18:00:00.000Z""","""2023-05-04T06:00:00.000Z""","""2023-05-03T06:01:47.000Z"""
12.45,10.58,9.63,Rain,Clouds,Clear,"""2023-05-03T09:00:00.000Z""","""2023-05-03T18:00:00.000Z""","""2023-05-04T06:00:00.000Z""","""2023-05-03T06:31:47.000Z"""
12.74,10.58,9.63,Rain,Clouds,Clear,"""2023-05-03T09:00:00.000Z""","""2023-05-03T18:00:00.000Z""","""2023-05-04T06:00:00.000Z""","""2023-05-03T07:01:47.000Z"""
13.39,10.58,9.63,Rain,Clouds,Clear,"""2023-05-03T09:00:00.000Z""","""2023-05-03T18:00:00.000Z""","""2023-05-04T06:00:00.000Z""","""2023-05-03T07:31:47.000Z"""
13.96,10.58,9.63,Rain,Clouds,Clear,"""2023-05-03T09:00:00.000Z""","""2023-05-03T18:00:00.000Z""","""2023-05-04T06:00:00.000Z""","""2023-05-03T08:01:47.000Z"""
14.18,10.58,9.63,Rain,Clouds,Clear,"""2023-05-03T09:00:00.000Z""","""2023-05-03T18:00:00.000Z""","""2023-05-04T06:00:00.000Z""","""2023-05-03T08:31:47.000Z"""
14.19,8.25,15.08,Clouds,Clouds,Clear,"""2023-05-03T12:00:00.000Z""","""2023-05-03T21:00:00.000Z""","""2023-05-04T09:00:00.000Z""","""2023-05-03T09:01:47.000Z"""
14.15,8.25,15.08,Clouds,Clouds,Clear,"""2023-05-03T12:00:00.000Z""","""2023-05-03T21:00:00.000Z""","""2023-05-04T09:00:00.000Z""","""2023-05-03T09:31:47.000Z"""
15.15,8.25,15.08,Clouds,Clouds,Clear,"""2023-05-03T12:00:00.000Z""","""2023-05-03T21:00:00.000Z""","""2023-05-04T09:00:00.000Z""","""2023-05-03T10:01:47.000Z"""
16.08,8.25,15.08,Clouds,Clouds,Clear,"""2023-05-03T12:00:00.000Z""","""2023-05-03T21:00:00.000Z""","""2023-05-04T09:00:00.000Z""","""2023-05-03T10:31:47.000Z"""
16.86,8.25,15.08,Clouds,Clouds,Clear,"""2023-05-03T12:00:00.000Z""","""2023-05-03T21:00:00.000Z""","""2023-05-04T09:00:00.000Z""","""2023-05-03T11:01:47.000Z"""
16.31,8.22,15.35,Clouds,Clouds,Clear,"""2023-05-03T12:00:00.000Z""","""2023-05-03T21:00:00.000Z""","""2023-05-04T09:00:00.000Z""","""2023-05-03T11:31:47.000Z"""
15.6,6.62,17.26,Clouds,Clouds,Clouds,"""2023-05-03T15:00:00.000Z""","""2023-05-04T00:00:00.000Z""","""2023-05-04T12:00:00.000Z""","""2023-05-03T12:04:06.000Z"""
15.72,6.62,17.26,Clouds,Clouds,Clouds,"""2023-05-03T15:00:00.000Z""","""2023-05-04T00:00:00.000Z""","""2023-05-04T12:00:00.000Z""","""2023-05-03T12:34:06.000Z"""
15.63,6.62,17.26,Clouds,Clouds,Clouds,"""2023-05-03T15:00:00.000Z""","""2023-05-04T00:00:00.000Z""","""2023-05-04T12:00:00.000Z""","""2023-05-03T13:04:06.000Z"""
16.36,6.62,17.26,Clouds,Clouds,Clouds,"""2023-05-03T15:00:00.000Z""","""2023-05-04T00:00:00.000Z""","""2023-05-04T12:00:00.000Z""","""2023-05-03T13:34:06.000Z"""
16.29,6.62,17.26,Clouds,Clouds,Clouds,"""2023-05-03T15:00:00.000Z""","""2023-05-04T00:00:00.000Z""","""2023-05-04T12:00:00.000Z""","""2023-05-03T14:33:38.000Z"""
14.31,5.5,16.88,Clouds,Clear,Clouds,"""2023-05-03T18:00:00.000Z""","""2023-05-04T03:00:00.000Z""","""2023-05-04T15:00:00.000Z""","""2023-05-03T15:03:38.000Z"""
14.22,5.5,16.88,Clouds,Clear,Clouds,"""2023-05-03T18:00:00.000Z""","""2023-05-04T03:00:00.000Z""","""2023-05-04T15:00:00.000Z""","""2023-05-03T15:33:38.000Z"""
14.15,5.5,16.88,Clouds,Clear,Clouds,"""2023-05-03T18:00:00.000Z""","""2023-05-04T03:00:00.000Z""","""2023-05-04T15:00:00.000Z""","""2023-05-03T16:03:38.000Z"""
15.25,5.5,16.88,Clouds,Clear,Clouds,"""2023-05-03T18:00:00.000Z""","""2023-05-04T03:00:00.000Z""","""2023-05-04T15:00:00.000Z""","""2023-05-03T16:33:38.000Z"""
14.89,5.5,16.88,Clouds,Clear,Clouds,"""2023-05-03T18:00:00.000Z""","""2023-05-04T03:00:00.000Z""","""2023-05-04T15:00:00.000Z""","""2023-05-03T17:03:38.000Z"""
13.66,5.5,16.88,Clear,Clear,Clouds,"""2023-05-03T18:00:00.000Z""","""2023-05-04T03:00:00.000Z""","""2023-05-04T15:00:00.000Z""","""2023-05-03T17:33:38.000Z"""
11.66,9.39,13.06,Clouds,Clear,Clouds,"""2023-05-03T21:00:00.000Z""","""2023-05-04T06:00:00.000Z""","""2023-05-04T18:00:00.000Z""","""2023-05-03T18:03:38.000Z"""
10.89,9.39,13.06,Clouds,Clear,Clouds,"""2023-05-03T21:00:00.000Z""","""2023-05-04T06:00:00.000Z""","""2023-05-04T18:00:00.000Z""","""2023-05-03T18:33:38.000Z"""
10.57,9.39,13.06,Clouds,Clear,Clouds,"""2023-05-03T21:00:00.000Z""","""2023-05-04T06:00:00.000Z""","""2023-05-04T18:00:00.000Z""","""2023-05-03T19:13:18.000Z"""
11.52,9.39,13.06,Clear,Clear,Clouds,"""2023-05-03T21:00:00.000Z""","""2023-05-04T06:00:00.000Z""","""2023-05-04T18:00:00.000Z""","""2023-05-03T19:43:18.000Z"""
11.52,9.39,13.06,Clear,Clear,Clouds,"""2023-05-03T21:00:00.000Z""","""2023-05-04T06:00:00.000Z""","""2023-05-04T18:00:00.000Z""","""2023-05-03T20:13:18.000Z"""
11.07,9.39,13.06,Clear,Clear,Clouds,"""2023-05-03T21:00:00.000Z""","""2023-05-04T06:00:00.000Z""","""2023-05-04T18:00:00.000Z""","""2023-05-03T20:43:18.000Z"""
9.53,14.89,10.99,Clouds,Clear,Clouds,"""2023-05-04T00:00:00.000Z""","""2023-05-04T09:00:00.000Z""","""2023-05-04T21:00:00.000Z""","""2023-05-03T21:13:18.000Z"""
9.3,14.89,10.99,Clouds,Clear,Clouds,"""2023-05-04T00:00:00.000Z""","""2023-05-04T09:00:00.000Z""","""2023-05-04T21:00:00.000Z""","""2023-05-03T21:43:18.000Z"""
9.1,14.89,10.99,Clouds,Clear,Clouds,"""2023-05-04T00:00:00.000Z""","""2023-05-04T09:00:00.000Z""","""2023-05-04T21:00:00.000Z""","""2023-05-03T22:13:18.000Z"""
10.22,14.89,10.99,Clear,Clear,Clouds,"""2023-05-04T00:00:00.000Z""","""2023-05-04T09:00:00.000Z""","""2023-05-04T21:00:00.000Z""","""2023-05-03T22:43:19.000Z"""
10.08,14.89,10.99,Clear,Clear,Clouds,"""2023-05-04T00:00:00.000Z""","""2023-05-04T09:00:00.000Z""","""2023-05-04T21:00:00.000Z""","""2023-05-03T23:13:18.000Z"""
9.74,14.79,11.28,Clear,Clear,Clouds,"""2023-05-04T00:00:00.000Z""","""2023-05-04T09:00:00.000Z""","""2023-05-04T21:00:00.000Z""","""2023-05-03T23:43:18.000Z"""
8.32,18.02,10.24,Clear,Clouds,Clouds,"""2023-05-04T03:00:00.000Z""","""2023-05-04T12:00:00.000Z""","""2023-05-05T00:00:00.000Z""","""2023-05-04T00:13:18.000Z"""
8.32,18.02,10.24,Clear,Clouds,Clouds,"""2023-05-04T03:00:00.000Z""","""2023-05-04T12:00:00.000Z""","""2023-05-05T00:00:00.000Z""","""2023-05-04T00:43:18.000Z"""
7.54,18.02,10.24,Clear,Clouds,Clouds,"""2023-05-04T03:00:00.000Z""","""2023-05-04T12:00:00.000Z""","""2023-05-05T00:00:00.000Z""","""2023-05-04T01:13:18.000Z"""
8.35,18.02,10.24,Clear,Clouds,Clouds,"""2023-05-04T03:00:00.000Z""","""2023-05-04T12:00:00.000Z""","""2023-05-05T00:00:00.000Z""","""2023-05-04T01:43:18.000Z"""
7.91,18.02,10.24,Clear,Clouds,Clouds,"""2023-05-04T03:00:00.000Z""","""2023-05-04T12:00:00.000Z""","""2023-05-05T00:00:00.000Z""","""2023-05-04T02:13:18.000Z"""
7.8,18.02,10.24,Clear,Clouds,Clouds,"""2023-05-04T03:00:00.000Z""","""2023-05-04T12:00:00.000Z""","""2023-05-05T00:00:00.000Z""","""2023-05-04T02:43:18.000Z"""
8.34,18,8.61,Clear,Clouds,Clouds,"""2023-05-04T06:00:00.000Z""","""2023-05-04T15:00:00.000Z""","""2023-05-05T03:00:00.000Z""","""2023-05-04T03:13:19.000Z"""
7.98,18,8.61,Clear,Clouds,Clouds,"""2023-05-04T06:00:00.000Z""","""2023-05-04T15:00:00.000Z""","""2023-05-05T03:00:00.000Z""","""2023-05-04T03:43:19.000Z"""
7.83,18,8.61,Clear,Clouds,Clouds,"""2023-05-04T06:00:00.000Z""","""2023-05-04T15:00:00.000Z""","""2023-05-05T03:00:00.000Z""","""2023-05-04T04:13:19.000Z"""
7.73,18,8.61,Clear,Clouds,Clouds,"""2023-05-04T06:00:00.000Z""","""2023-05-04T15:00:00.000Z""","""2023-05-05T03:00:00.000Z""","""2023-05-04T04:43:19.000Z"""
9.16,18,8.61,Clear,Clouds,Clouds,"""2023-05-04T06:00:00.000Z""","""2023-05-04T15:00:00.000Z""","""2023-05-05T03:00:00.000Z""","""2023-05-04T05:13:19.000Z"""
9.95,17.28,8.76,Clear,Clouds,Clouds,"""2023-05-04T06:00:00.000Z""","""2023-05-04T15:00:00.000Z""","""2023-05-05T03:00:00.000Z""","""2023-05-04T05:43:19.000Z"""
12.41,14.1,12.33,Clear,Clouds,Clouds,"""2023-05-04T09:00:00.000Z""","""2023-05-04T18:00:00.000Z""","""2023-05-05T06:00:00.000Z""","""2023-05-04T06:13:19.000Z"""
13.05,14.1,12.33,Clear,Clouds,Clouds,"""2023-05-04T09:00:00.000Z""","""2023-05-04T18:00:00.000Z""","""2023-05-05T06:00:00.000Z""","""2023-05-04T06:43:19.000Z"""
14.05,14.1,12.33,Clear,Clouds,Clouds,"""2023-05-04T09:00:00.000Z""","""2023-05-04T18:00:00.000Z""","""2023-05-05T06:00:00.000Z""","""2023-05-04T07:13:19.000Z"""
14.71,14.1,12.33,Clear,Clouds,Clouds,"""2023-05-04T09:00:00.000Z""","""2023-05-04T18:00:00.000Z""","""2023-05-05T06:00:00.000Z""","""2023-05-04T08:03:13.000Z"""
15.28,14.1,12.33,Clouds,Clouds,Clouds,"""2023-05-04T09:00:00.000Z""","""2023-05-04T18:00:00.000Z""","""2023-05-05T06:00:00.000Z""","""2023-05-04T08:33:13.000Z"""
17.06,11.66,16.89,Clouds,Clouds,Clouds,"""2023-05-04T12:00:00.000Z""","""2023-05-04T21:00:00.000Z""","""2023-05-05T09:00:00.000Z""","""2023-05-04T09:16:06.000Z"""
17.4,11.66,16.89,Clouds,Clouds,Clouds,"""2023-05-04T12:00:00.000Z""","""2023-05-04T21:00:00.000Z""","""2023-05-05T09:00:00.000Z""","""2023-05-04T09:46:06.000Z"""
17.74,11.66,16.89,Clouds,Clouds,Clouds,"""2023-05-04T12:00:00.000Z""","""2023-05-04T21:00:00.000Z""","""2023-05-05T09:00:00.000Z""","""2023-05-04T10:16:06.000Z"""
17.34,11.66,16.89,Clouds,Clouds,Clouds,"""2023-05-04T12:00:00.000Z""","""2023-05-04T21:00:00.000Z""","""2023-05-05T09:00:00.000Z""","""2023-05-04T10:46:06.000Z"""
18.36,11.66,16.89,Clouds,Clouds,Clouds,"""2023-05-04T12:00:00.000Z""","""2023-05-04T21:00:00.000Z""","""2023-05-05T09:00:00.000Z""","""2023-05-04T11:16:06.000Z"""
19.2,11.86,16.9,Clouds,Clouds,Clouds,"""2023-05-04T12:00:00.000Z""","""2023-05-04T21:00:00.000Z""","""2023-05-05T09:00:00.000Z""","""2023-05-04T11:46:06.000Z"""
19.01,10.3,19.43,Clouds,Clouds,Clouds,"""2023-05-04T15:00:00.000Z""","""2023-05-05T00:00:00.000Z""","""2023-05-05T12:00:00.000Z""","""2023-05-04T12:16:06.000Z"""
19.05,10.3,19.43,Clouds,Clouds,Clouds,"""2023-05-04T15:00:00.000Z""","""2023-05-05T00:00:00.000Z""","""2023-05-05T12:00:00.000Z""","""2023-05-04T12:46:06.000Z"""
19.51,10.3,19.43,Clouds,Clouds,Clouds,"""2023-05-04T15:00:00.000Z""","""2023-05-05T00:00:00.000Z""","""2023-05-05T12:00:00.000Z""","""2023-05-04T13:16:06.000Z"""
20.86,10.3,19.43,Clear,Clouds,Clouds,"""2023-05-04T15:00:00.000Z""","""2023-05-05T00:00:00.000Z""","""2023-05-05T12:00:00.000Z""","""2023-05-04T13:46:06.000Z"""
20.5,10.3,19.43,Clear,Clouds,Clouds,"""2023-05-04T15:00:00.000Z""","""2023-05-05T00:00:00.000Z""","""2023-05-05T12:00:00.000Z""","""2023-05-04T13:57:48.000Z"""
19.59,10.3,19.43,Clear,Clouds,Clouds,"""2023-05-04T15:00:00.000Z""","""2023-05-05T00:00:00.000Z""","""2023-05-05T12:00:00.000Z""","""2023-05-04T14:34:57.000Z"""
17.55,8.84,19.95,Clouds,Clouds,Clouds,"""2023-05-04T18:00:00.000Z""","""2023-05-05T03:00:00.000Z""","""2023-05-05T15:00:00.000Z""","""2023-05-04T15:04:57.000Z"""
18.2,8.84,19.95,Clouds,Clouds,Clouds,"""2023-05-04T18:00:00.000Z""","""2023-05-05T03:00:00.000Z""","""2023-05-05T15:00:00.000Z""","""2023-05-04T15:34:57.000Z"""
18.06,8.84,19.95,Clouds,Clouds,Clouds,"""2023-05-04T18:00:00.000Z""","""2023-05-05T03:00:00.000Z""","""2023-05-05T15:00:00.000Z""","""2023-05-04T16:04:57.000Z"""
19.72,8.84,19.95,Clear,Clouds,Clouds,"""2023-05-04T18:00:00.000Z""","""2023-05-05T03:00:00.000Z""","""2023-05-05T15:00:00.000Z""","""2023-05-04T16:34:57.000Z"""
19.44,8.84,19.95,Clear,Clouds,Clouds,"""2023-05-04T18:00:00.000Z""","""2023-05-05T03:00:00.000Z""","""2023-05-05T15:00:00.000Z""","""2023-05-04T17:04:57.000Z"""
18.02,8.84,19.95,Clear,Clouds,Clouds,"""2023-05-04T18:00:00.000Z""","""2023-05-05T03:00:00.000Z""","""2023-05-05T15:00:00.000Z""","""2023-05-04T17:34:57.000Z"""
15.24,12.03,15.25,Clouds,Clouds,Clouds,"""2023-05-04T21:00:00.000Z""","""2023-05-05T06:00:00.000Z""","""2023-05-05T18:00:00.000Z""","""2023-05-04T18:04:57.000Z"""
15.24,12.03,15.25,Clouds,Clouds,Clouds,"""2023-05-04T21:00:00.000Z""","""2023-05-05T06:00:00.000Z""","""2023-05-05T18:00:00.000Z""","""2023-05-04T18:34:57.000Z"""
14.04,12.03,15.25,Clouds,Clouds,Clouds,"""2023-05-04T21:00:00.000Z""","""2023-05-05T06:00:00.000Z""","""2023-05-05T18:00:00.000Z""","""2023-05-04T19:04:57.000Z"""
14.23,12.03,15.25,Clear,Clouds,Clouds,"""2023-05-04T21:00:00.000Z""","""2023-05-05T06:00:00.000Z""","""2023-05-05T18:00:00.000Z""","""2023-05-04T19:34:57.000Z"""
13.14,12.03,15.25,Clear,Clouds,Clouds,"""2023-05-04T21:00:00.000Z""","""2023-05-05T06:00:00.000Z""","""2023-05-05T18:00:00.000Z""","""2023-05-04T20:04:57.000Z"""
13.14,12.03,15.25,Clear,Clouds,Clouds,"""2023-05-04T21:00:00.000Z""","""2023-05-05T06:00:00.000Z""","""2023-05-05T18:00:00.000Z""","""2023-05-04T20:34:57.000Z"""
11.76,16.88,12.76,Clouds,Clouds,Clouds,"""2023-05-05T00:00:00.000Z""","""2023-05-05T09:00:00.000Z""","""2023-05-05T21:00:00.000Z""","""2023-05-04T21:04:57.000Z"""
11.05,16.88,12.76,Clouds,Clouds,Clouds,"""2023-05-05T00:00:00.000Z""","""2023-05-05T09:00:00.000Z""","""2023-05-05T21:00:00.000Z""","""2023-05-04T21:34:57.000Z"""
10.85,16.88,12.76,Clouds,Clouds,Clouds,"""2023-05-05T00:00:00.000Z""","""2023-05-05T09:00:00.000Z""","""2023-05-05T21:00:00.000Z""","""2023-05-04T22:04:57.000Z"""
10.59,16.88,12.76,Clear,Clouds,Clouds,"""2023-05-05T00:00:00.000Z""","""2023-05-05T09:00:00.000Z""","""2023-05-05T21:00:00.000Z""","""2023-05-04T22:34:57.000Z"""
10.14,16.88,12.76,Clear,Clouds,Clouds,"""2023-05-05T00:00:00.000Z""","""2023-05-05T09:00:00.000Z""","""2023-05-05T21:00:00.000Z""","""2023-05-04T23:04:57.000Z"""
9.86,16.66,12.86,Clear,Clouds,Clouds,"""2023-05-05T00:00:00.000Z""","""2023-05-05T09:00:00.000Z""","""2023-05-05T21:00:00.000Z""","""2023-05-04T23:34:57.000Z"""
9.53,19.76,11.66,Clouds,Clouds,Clouds,"""2023-05-05T03:00:00.000Z""","""2023-05-05T12:00:00.000Z""","""2023-05-06T00:00:00.000Z""","""2023-05-05T00:04:57.000Z"""
9.17,19.76,11.66,Clouds,Clouds,Clouds,"""2023-05-05T03:00:00.000Z""","""2023-05-05T12:00:00.000Z""","""2023-05-06T00:00:00.000Z""","""2023-05-05T00:34:57.000Z"""
9,19.76,11.66,Clouds,Clouds,Clouds,"""2023-05-05T03:00:00.000Z""","""2023-05-05T12:00:00.000Z""","""2023-05-06T00:00:00.000Z""","""2023-05-05T01:04:57.000Z"""
9.33,19.76,11.66,Clear,Clouds,Clouds,"""2023-05-05T03:00:00.000Z""","""2023-05-05T12:00:00.000Z""","""2023-05-06T00:00:00.000Z""","""2023-05-05T01:34:57.000Z"""
9.29,19.76,11.66,Clear,Clouds,Clouds,"""2023-05-05T03:00:00.000Z""","""2023-05-05T12:00:00.000Z""","""2023-05-06T00:00:00.000Z""","""2023-05-05T02:04:57.000Z"""
8.65,19.76,11.66,Clear,Clouds,Clouds,"""2023-05-05T03:00:00.000Z""","""2023-05-05T12:00:00.000Z""","""2023-05-06T00:00:00.000Z""","""2023-05-05T02:34:57.000Z"""
9.9,20.21,12.16,Clouds,Clouds,Clouds,"""2023-05-05T06:00:00.000Z""","""2023-05-05T15:00:00.000Z""","""2023-05-06T03:00:00.000Z""","""2023-05-05T03:04:57.000Z"""
9.75,20.21,12.16,Clouds,Clouds,Clouds,"""2023-05-05T06:00:00.000Z""","""2023-05-05T15:00:00.000Z""","""2023-05-06T03:00:00.000Z""","""2023-05-05T03:34:57.000Z"""
9.67,20.21,12.16,Clouds,Clouds,Clouds,"""2023-05-05T06:00:00.000Z""","""2023-05-05T15:00:00.000Z""","""2023-05-06T03:00:00.000Z""","""2023-05-05T04:04:57.000Z"""
8.74,20.21,12.16,Clear,Clouds,Clouds,"""2023-05-05T06:00:00.000Z""","""2023-05-05T15:00:00.000Z""","""2023-05-06T03:00:00.000Z""","""2023-05-05T04:34:57.000Z"""
9.4,20.21,12.16,Clear,Clouds,Clouds,"""2023-05-05T06:00:00.000Z""","""2023-05-05T15:00:00.000Z""","""2023-05-06T03:00:00.000Z""","""2023-05-05T05:04:57.000Z"""
10.72,20.21,12.16,Clear,Clouds,Clouds,"""2023-05-05T06:00:00.000Z""","""2023-05-05T15:00:00.000Z""","""2023-05-06T03:00:00.000Z""","""2023-05-05T05:34:57.000Z"""
13.82,15.69,13.89,Clouds,Clouds,Clouds,"""2023-05-05T09:00:00.000Z""","""2023-05-05T18:00:00.000Z""","""2023-05-06T06:00:00.000Z""","""2023-05-05T06:04:57.000Z"""
14.52,15.69,13.89,Clouds,Clouds,Clouds,"""2023-05-05T09:00:00.000Z""","""2023-05-05T18:00:00.000Z""","""2023-05-06T06:00:00.000Z""","""2023-05-05T06:34:57.000Z"""
15.42,15.69,13.89,Clouds,Clouds,Clouds,"""2023-05-05T09:00:00.000Z""","""2023-05-05T18:00:00.000Z""","""2023-05-06T06:00:00.000Z""","""2023-05-05T07:04:57.000Z"""
15.47,15.69,13.89,Clear,Clouds,Clouds,"""2023-05-05T09:00:00.000Z""","""2023-05-05T18:00:00.000Z""","""2023-05-06T06:00:00.000Z""","""2023-05-05T07:34:57.000Z"""
16.23,15.69,13.89,Clear,Clouds,Clouds,"""2023-05-05T09:00:00.000Z""","""2023-05-05T18:00:00.000Z""","""2023-05-06T06:00:00.000Z""","""2023-05-05T08:04:57.000Z"""
17.44,15.69,13.89,Clear,Clouds,Clouds,"""2023-05-05T09:00:00.000Z""","""2023-05-05T18:00:00.000Z""","""2023-05-06T06:00:00.000Z""","""2023-05-05T08:34:57.000Z"""
19.12,13.19,13.95,Clouds,Clouds,Rain,"""2023-05-05T12:00:00.000Z""","""2023-05-05T21:00:00.000Z""","""2023-05-06T09:00:00.000Z""","""2023-05-05T09:04:57.000Z"""
19.49,13.19,13.95,Clouds,Clouds,Rain,"""2023-05-05T12:00:00.000Z""","""2023-05-05T21:00:00.000Z""","""2023-05-06T09:00:00.000Z""","""2023-05-05T09:34:57.000Z"""
20.19,13.19,13.95,Clouds,Clouds,Rain,"""2023-05-05T12:00:00.000Z""","""2023-05-05T21:00:00.000Z""","""2023-05-06T09:00:00.000Z""","""2023-05-05T10:04:57.000Z"""
20.75,13.19,13.95,Clouds,Clouds,Rain,"""2023-05-05T12:00:00.000Z""","""2023-05-05T21:00:00.000Z""","""2023-05-06T09:00:00.000Z""","""2023-05-05T10:34:57.000Z"""
21.58,13.19,13.95,Clouds,Clouds,Rain,"""2023-05-05T12:00:00.000Z""","""2023-05-05T21:00:00.000Z""","""2023-05-06T09:00:00.000Z""","""2023-05-05T11:04:57.000Z"""
21.93,13.19,13.95,Clouds,Clouds,Rain,"""2023-05-05T12:00:00.000Z""","""2023-05-05T21:00:00.000Z""","""2023-05-06T09:00:00.000Z""","""2023-05-05T11:34:57.000Z"""
21.69,11.31,16.06,Clouds,Clouds,Rain,"""2023-05-05T15:00:00.000Z""","""2023-05-06T00:00:00.000Z""","""2023-05-06T12:00:00.000Z""","""2023-05-05T12:04:57.000Z"""
21.8,11.31,16.06,Clear,Clouds,Rain,"""2023-05-05T15:00:00.000Z""","""2023-05-06T00:00:00.000Z""","""2023-05-06T12:00:00.000Z""","""2023-05-05T12:34:57.000Z"""
21.89,11.31,16.06,Clear,Clouds,Rain,"""2023-05-05T15:00:00.000Z""","""2023-05-06T00:00:00.000Z""","""2023-05-06T12:00:00.000Z""","""2023-05-05T13:04:57.000Z"""
22.5,11.31,16.06,Clear,Clouds,Rain,"""2023-05-05T15:00:00.000Z""","""2023-05-06T00:00:00.000Z""","""2023-05-06T12:00:00.000Z""","""2023-05-05T13:34:57.000Z"""
22.79,11.31,16.06,Clear,Clouds,Rain,"""2023-05-05T15:00:00.000Z""","""2023-05-06T00:00:00.000Z""","""2023-05-06T12:00:00.000Z""","""2023-05-05T14:04:57.000Z"""
22.74,11.31,16.06,Clear,Clouds,Rain,"""2023-05-05T15:00:00.000Z""","""2023-05-06T00:00:00.000Z""","""2023-05-06T12:00:00.000Z""","""2023-05-05T14:34:57.000Z"""
20.4,10.22,18.44,Clear,Clouds,Clouds,"""2023-05-05T18:00:00.000Z""","""2023-05-06T03:00:00.000Z""","""2023-05-06T15:00:00.000Z""","""2023-05-05T15:04:57.000Z"""
19.99,10.22,18.44,Clear,Clouds,Clouds,"""2023-05-05T18:00:00.000Z""","""2023-05-06T03:00:00.000Z""","""2023-05-06T15:00:00.000Z""","""2023-05-05T15:34:57.000Z"""
20.07,10.22,18.44,Clear,Clouds,Clouds,"""2023-05-05T18:00:00.000Z""","""2023-05-06T03:00:00.000Z""","""2023-05-06T15:00:00.000Z""","""2023-05-05T16:04:57.000Z"""
21.02,10.22,18.44,Clear,Clouds,Clouds,"""2023-05-05T18:00:00.000Z""","""2023-05-06T03:00:00.000Z""","""2023-05-06T15:00:00.000Z""","""2023-05-05T16:34:57.000Z"""
20.98,10.22,18.44,Clear,Clouds,Clouds,"""2023-05-05T18:00:00.000Z""","""2023-05-06T03:00:00.000Z""","""2023-05-06T15:00:00.000Z""","""2023-05-05T17:04:57.000Z"""
16.66,14.27,15.97,Clouds,Clouds,Rain,"""2023-05-05T21:00:00.000Z""","""2023-05-06T06:00:00.000Z""","""2023-05-06T18:00:00.000Z""","""2023-05-05T18:12:01.000Z"""
