temperature_3h,temperature_12h,temperature_24h,weather_main_3h,weather_main_12h,weather_main_24h,time_3h,time_12h,time_24h,timestamp
9.71,10.51,9.59,Clouds,Rain,Rain,"""2023-05-14T03:00:00.000Z""","""2023-05-14T12:00:00.000Z""","""2023-05-15T03:00:00.000Z""","""2023-05-14T00:42:54.000Z"""
9.55,10.51,9.59,Clouds,Rain,Rain,"""2023-05-14T03:00:00.000Z""","""2023-05-14T12:00:00.000Z""","""2023-05-15T03:00:00.000Z""","""2023-05-14T01:12:54.000Z"""
10.07,10.51,9.59,Clouds,Rain,Rain,"""2023-05-14T03:00:00.000Z""","""2023-05-14T12:00:00.000Z""","""2023-05-15T03:00:00.000Z""","""2023-05-14T01:42:54.000Z"""
10.25,10.51,9.59,Clouds,Rain,Rain,"""2023-05-14T03:00:00.000Z""","""2023-05-14T12:00:00.000Z""","""2023-05-15T03:00:00.000Z""","""2023-05-14T02:12:54.000Z"""
10.32,10.51,9.59,Clouds,Rain,Rain,"""2023-05-14T03:00:00.000Z""","""2023-05-14T12:00:00.000Z""","""2023-05-15T03:00:00.000Z""","""2023-05-14T02:42:54.000Z"""
9.91,11.01,10.06,Rain,Rain,Rain,"""2023-05-14T06:00:00.000Z""","""2023-05-14T15:00:00.000Z""","""2023-05-15T06:00:00.000Z""","""2023-05-14T03:12:55.000Z"""
9.91,11.01,10.06,Rain,Rain,Rain,"""2023-05-14T06:00:00.000Z""","""2023-05-14T15:00:00.000Z""","""2023-05-15T06:00:00.000Z""","""2023-05-14T03:42:55.000Z"""
9.82,11.01,10.06,Rain,Rain,Rain,"""2023-05-14T06:00:00.000Z""","""2023-05-14T15:00:00.000Z""","""2023-05-15T06:00:00.000Z""","""2023-05-14T04:12:54.000Z"""
9.97,11.01,10.06,Rain,Rain,Rain,"""2023-05-14T06:00:00.000Z""","""2023-05-14T15:00:00.000Z""","""2023-05-15T06:00:00.000Z""","""2023-05-14T04:42:55.000Z"""
9.97,11.01,10.06,Rain,Rain,Rain,"""2023-05-14T06:00:00.000Z""","""2023-05-14T15:00:00.000Z""","""2023-05-15T06:00:00.000Z""","""2023-05-14T05:12:55.000Z"""
10.05,11.2,9.98,Rain,Rain,Rain,"""2023-05-14T06:00:00.000Z""","""2023-05-14T15:00:00.000Z""","""2023-05-15T06:00:00.000Z""","""2023-05-14T05:42:54.000Z"""
10.16,10.91,12.63,Rain,Rain,Clouds,"""2023-05-14T09:00:00.000Z""","""2023-05-14T18:00:00.000Z""","""2023-05-15T09:00:00.000Z""","""2023-05-14T06:12:55.000Z"""
10.29,10.91,12.63,Rain,Rain,Clouds,"""2023-05-14T09:00:00.000Z""","""2023-05-14T18:00:00.000Z""","""2023-05-15T09:00:00.000Z""","""2023-05-14T06:42:54.000Z"""
10.44,10.91,12.63,Rain,Rain,Clouds,"""2023-05-14T09:00:00.000Z""","""2023-05-14T18:00:00.000Z""","""2023-05-15T09:00:00.000Z""","""2023-05-14T07:12:55.000Z"""
10.22,10.91,12.63,Rain,Rain,Clouds,"""2023-05-14T09:00:00.000Z""","""2023-05-14T18:00:00.000Z""","""2023-05-15T09:00:00.000Z""","""2023-05-14T07:42:55.000Z"""
10.33,10.91,12.63,Rain,Rain,Clouds,"""2023-05-14T09:00:00.000Z""","""2023-05-14T18:00:00.000Z""","""2023-05-15T09:00:00.000Z""","""2023-05-14T08:12:55.000Z"""
